Confidence,Set,IOU,TP(%),FP(%),FN,Total TP,Total FP,TOtal FN,All Detections,All GT
0.9,test,0.2,0.9010094431781179,0.09899055682188213,0.13448388147183327,2767,304,413,3071,3180
0.9,test,0.3,0.8990556821882123,0.10094431781178768,0.13643764246173884,2761,310,419,3071,3180
0.9,test,0.4,0.8941712797134483,0.10582872028655162,0.14132204493650277,2746,325,434,3071,3180
0.9,test,0.5,0.8870074894171279,0.11299251058287203,0.1484858352328232,2724,347,456,3071,3180
0.9,train,0.2,0.9201413427561838,0.07985865724381626,0.036648157496214036,9114,791,363,9905,9477
0.9,train,0.3,0.9201413427561838,0.07985865724381626,0.036648157496214036,9114,791,363,9905,9477
0.9,train,0.4,0.9201413427561838,0.07985865724381626,0.036648157496214036,9114,791,363,9905,9477
0.9,train,0.5,0.9201413427561838,0.07985865724381626,0.036648157496214036,9114,791,363,9905,9477
0.9,val,0.2,0.8845265588914549,0.11547344110854503,0.10689541405476741,2681,350,324,3031,3005
0.9,val,0.3,0.88287693830419,0.11712306169580997,0.10854503464203233,2676,355,329,3031,3005
0.9,val,0.4,0.8785879247773012,0.12141207522269878,0.11283404816892115,2663,368,342,3031,3005
0.9,val,0.5,0.8713295941933356,0.12867040580666447,0.12009237875288684,2641,390,364,3031,3005
