,epoch,tag,step_value
0,0,val_loss,2.0353574752807617
1,0,val_rpn_class_loss,0.132648304104805
2,0,val_rpn_bbox_loss,0.5902138948440552
3,0,val_mrcnn_class_loss,0.2004186362028122
4,0,val_mrcnn_bbox_loss,0.5172955393791199
5,0,val_mrcnn_mask_loss,0.594767153263092
6,0,loss,2.2043838500976562
7,0,rpn_class_loss,0.2852567434310913
8,0,rpn_bbox_loss,0.733218252658844
9,0,mrcnn_class_loss,0.14760595560073853
10,0,mrcnn_bbox_loss,0.5176239609718323
11,0,mrcnn_mask_loss,0.5206649303436279
12,1,val_loss,1.3977017402648926
13,1,val_rpn_class_loss,0.08522441983222961
14,1,val_rpn_bbox_loss,0.30324676632881165
15,1,val_mrcnn_class_loss,0.15867513418197632
16,1,val_mrcnn_bbox_loss,0.3210911154747009
17,1,val_mrcnn_mask_loss,0.5294501781463623
18,1,loss,1.6028895378112793
19,1,rpn_class_loss,0.12412425130605698
20,1,rpn_bbox_loss,0.34267371892929077
21,1,mrcnn_class_loss,0.1929824948310852
22,1,mrcnn_bbox_loss,0.3756706714630127
23,1,mrcnn_mask_loss,0.5674243569374084
24,1,lr,0.0010000000474974513
25,2,val_loss,1.296898603439331
26,2,val_rpn_class_loss,0.06673041731119156
27,2,val_rpn_bbox_loss,0.2690885663032532
28,2,val_mrcnn_class_loss,0.1983727514743805
29,2,val_mrcnn_bbox_loss,0.29810482263565063
30,2,val_mrcnn_mask_loss,0.46458789706230164
31,2,loss,1.402395486831665
32,2,rpn_class_loss,0.08747640997171402
33,2,rpn_bbox_loss,0.27812659740448
34,2,mrcnn_class_loss,0.2154681384563446
35,2,mrcnn_bbox_loss,0.3061642348766327
36,2,mrcnn_mask_loss,0.5151459574699402
37,2,lr,0.0010000000474974513
38,3,val_loss,1.2289284467697144
39,3,val_rpn_class_loss,0.04591059312224388
40,3,val_rpn_bbox_loss,0.24383841454982758
41,3,val_mrcnn_class_loss,0.2156980037689209
42,3,val_mrcnn_bbox_loss,0.2722724974155426
43,3,val_mrcnn_mask_loss,0.4511946439743042
44,3,loss,1.2406259775161743
45,3,rpn_class_loss,0.05544065684080124
46,3,rpn_bbox_loss,0.2572704255580902
47,3,mrcnn_class_loss,0.18462178111076355
48,3,mrcnn_bbox_loss,0.27644017338752747
49,3,mrcnn_mask_loss,0.4668387174606323
50,3,lr,0.0010000000474974513
51,4,val_loss,1.2542427778244019
52,4,val_rpn_class_loss,0.05092618241906166
53,4,val_rpn_bbox_loss,0.30896854400634766
54,4,val_mrcnn_class_loss,0.21579322218894958
55,4,val_mrcnn_bbox_loss,0.2674093246459961
56,4,val_mrcnn_mask_loss,0.4111309349536896
57,4,loss,1.1928064823150635
58,4,rpn_class_loss,0.049825891852378845
59,4,rpn_bbox_loss,0.23894692957401276
60,4,mrcnn_class_loss,0.1961185485124588
61,4,mrcnn_bbox_loss,0.2674885094165802
62,4,mrcnn_mask_loss,0.4404122531414032
63,4,lr,0.0010000000474974513
64,5,val_loss,1.108148217201233
65,5,val_rpn_class_loss,0.0415206104516983
66,5,val_rpn_bbox_loss,0.25849589705467224
67,5,val_mrcnn_class_loss,0.1611049771308899
68,5,val_mrcnn_bbox_loss,0.2573428452014923
69,5,val_mrcnn_mask_loss,0.3896692395210266
70,5,loss,1.031206727027893
71,5,rpn_class_loss,0.03070342354476452
72,5,rpn_bbox_loss,0.20076467096805573
73,5,mrcnn_class_loss,0.16686300933361053
74,5,mrcnn_bbox_loss,0.23529872298240662
75,5,mrcnn_mask_loss,0.39756226539611816
76,5,lr,0.0010000000474974513
77,6,val_loss,0.981225848197937
78,6,val_rpn_class_loss,0.03215421736240387
79,6,val_rpn_bbox_loss,0.20142324268817902
80,6,val_mrcnn_class_loss,0.14738909900188446
81,6,val_mrcnn_bbox_loss,0.2369716763496399
82,6,val_mrcnn_mask_loss,0.3632727563381195
83,6,loss,1.082839846611023
84,6,rpn_class_loss,0.03539043292403221
85,6,rpn_bbox_loss,0.23584948480129242
86,6,mrcnn_class_loss,0.1771610677242279
87,6,mrcnn_bbox_loss,0.2456803172826767
88,6,mrcnn_mask_loss,0.3887437880039215
89,6,lr,0.0010000000474974513
90,7,val_loss,1.037185549736023
91,7,val_rpn_class_loss,0.04178713262081146
92,7,val_rpn_bbox_loss,0.2845058739185333
