,epoch,tag,step_value
0,0,val_loss,0.8811686635017395
1,0,val_rpn_class_loss,0.025422658771276474
2,0,val_rpn_bbox_loss,0.1667352318763733
3,0,val_mrcnn_class_loss,0.14577451348304749
4,0,val_mrcnn_bbox_loss,0.2749648988246918
5,0,val_mrcnn_mask_loss,0.2682637870311737
6,0,loss,1.0675870180130005
7,0,rpn_class_loss,0.04972485825419426
8,0,rpn_bbox_loss,0.20062661170959473
9,0,mrcnn_class_loss,0.18016153573989868
10,0,mrcnn_bbox_loss,0.3351023495197296
11,0,mrcnn_mask_loss,0.30196413397789
12,1,val_loss,0.8774515986442566
13,1,val_rpn_class_loss,0.03388196602463722
14,1,val_rpn_bbox_loss,0.23240293562412262
15,1,val_mrcnn_class_loss,0.10496611893177032
16,1,val_mrcnn_bbox_loss,0.19915734231472015
17,1,val_mrcnn_mask_loss,0.3070357143878937
18,1,loss,0.8669633865356445
19,1,rpn_class_loss,0.030934907495975494
20,1,rpn_bbox_loss,0.1591329276561737
21,1,mrcnn_class_loss,0.14478950202465057
22,1,mrcnn_bbox_loss,0.23910066485404968
23,1,mrcnn_mask_loss,0.2929978370666504
24,2,val_loss,1.021064281463623
25,2,val_rpn_class_loss,0.03701603785157204
26,2,val_rpn_bbox_loss,0.22594225406646729
27,2,val_mrcnn_class_loss,0.1291029304265976
28,2,val_mrcnn_bbox_loss,0.27738872170448303
29,2,val_mrcnn_mask_loss,0.3516068160533905
30,2,loss,0.8040226697921753
31,2,rpn_class_loss,0.021446118131279945
32,2,rpn_bbox_loss,0.1625099778175354
33,2,mrcnn_class_loss,0.1311137080192566
34,2,mrcnn_bbox_loss,0.2098456174135208
35,2,mrcnn_mask_loss,0.27909964323043823
36,3,val_loss,0.7203248739242554
37,3,val_rpn_class_loss,0.012421068735420704
38,3,val_rpn_bbox_loss,0.1452433317899704
39,3,val_mrcnn_class_loss,0.1243707463145256
40,3,val_mrcnn_bbox_loss,0.17443698644638062
